1|1|50.0|2|1
2|1|50.0|2|0
3|2|30.0|2|5
4|2|30.0|2|0
5|2|30.0|2|0
6|2|30.0|2|0
7|2|30.0|2|0
8|3|8.0|5|2
9|3|8.0|5|0
10|3|8.0|5|0
11|3|8.0|5|0
12|3|8.0|5|0
13|3|8.0|5|0
14|3|8.0|5|0
15|3|8.0|5|0
16|4|50.0|2|0
17|4|50.0|2|0
18|5|8.0|5|0
19|5|8.0|5|0
20|5|8.0|5|0
21|5|8.0|5|0
22|5|8.0|5|0
23|5|8.0|5|0
24|5|8.0|5|0
25|5|8.0|5|0
26|6|50.0|2|0
27|6|50.0|2|0
28|7|30.0|2|0
29|7|30.0|2|0
30|7|30.0|2|0
31|7|30.0|2|0
32|7|30.0|2|0
33|8|8.0|5|0
34|8|8.0|5|0
35|8|8.0|5|0
36|8|8.0|5|0
37|8|8.0|5|0
38|8|8.0|5|0
39|8|8.0|5|0
40|8|8.0|5|0
41|9|50.0|2|0
42|9|50.0|2|0
43|10|8.0|5|0
44|10|8.0|5|0
45|10|8.0|5|0
46|10|8.0|5|0
47|10|8.0|5|0
48|10|8.0|5|0
49|10|8.0|5|0
50|10|8.0|5|0
51|11|50.0|2|0
52|11|50.0|2|0
53|12|8.0|5|0
54|12|8.0|5|0
55|12|8.0|5|0
56|12|8.0|5|0
57|12|8.0|5|0
58|12|8.0|5|0
59|12|8.0|5|0
60|12|8.0|5|0
61|13|50.0|2|0
62|13|50.0|2|0
63|14|8.0|5|0
64|14|8.0|5|0
65|14|8.0|5|0
66|14|8.0|5|0
67|14|8.0|5|0
68|14|8.0|5|0
69|14|8.0|5|0
70|14|8.0|5|0
71|15|50.0|2|0
72|15|50.0|2|0
73|16|30.0|2|0
74|16|30.0|2|0
75|16|30.0|2|0
76|16|30.0|2|0
77|16|30.0|2|0
78|17|8.0|5|0
79|17|8.0|5|0
80|17|8.0|5|0
81|17|8.0|5|0
82|17|8.0|5|0
83|17|8.0|5|0
84|17|8.0|5|0
85|17|8.0|5|0
86|18|50.0|2|0
87|18|50.0|2|0
88|19|30.0|2|0
89|19|30.0|2|0
90|19|30.0|2|0
91|19|30.0|2|0
92|19|30.0|2|0
93|20|8.0|5|0
94|20|8.0|5|0
95|20|8.0|5|0
96|20|8.0|5|0
97|20|8.0|5|0
98|20|8.0|5|0
99|20|8.0|5|0
100|20|8.0|5|0
